[ROOT-INFO]: 2019-07-15 19:20:21,360: Testing Notes: Objective Distancing - Sentiment Sentence Level - rawScore * subjectivityOnly
[ROOT-INFO]: 2019-07-15 19:20:21,360: Objective Analysis Initialized
[REAPPRAISAL-INFO]: 2019-07-15 19:20:45,496: spaCy Library Loaded
[REAPPRAISAL-DEBUG]: 2019-07-15 19:20:45,496: Model Initialized
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,400: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,400: (bit,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,400: (bit,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,400: (disgusted,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,400: (disgusted,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (disgusted,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (can,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (exactly,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (exactly,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (exactly,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (tell,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (tell,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (tell,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (what,WP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (so,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (do,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (do,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (do,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (feel,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (feel,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (feel,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (too,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (bad,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: (bad,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,401: [('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('a', 0.2884445761396642), ('bit', 0.0), ('disgusted', 0.399383264816439), ('but', 0), ('I', 0.04225300877561784), ('ca', 0), ('nt', 0), ('exactly', 0.2289906188947996), ('tell', 0.20105610566020793), ('what', 0), ('this', 0.24694048247613418), ('is', 0), ('so', 0), ('I', 0.04225300877561784), ('do', 0.162476037615868), ("n't", 0), ('feel', 0.23842733250605813), ('too', 0), ('bad', 0.0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (little,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (concerned,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (concerned,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (concerned,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (also,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (do,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (look,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (look,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (look,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (real,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: (real,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,416: [('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('a', 0.2884445761396642), ('little', 0), ('concerned', 0.22658130518448874), ('but', 0), ('it', 0.050403833236915725), ('also', 0), ('does', 0), ("n't", 0), ('look', 0.18553555124342033), ('real', 0.075), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (little,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (little,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,434: (happy,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,450: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,450: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,450: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,450: (baby,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,451: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,451: (smile,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,451: (at,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,451: (me,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,451: (me,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,451: (me,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,452: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,452: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,452: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,452: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,452: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,452: (very,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,452: (cute,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,452: [('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('a', 0.2884445761396642), ('little', 0.0), ('happy', 0), ('.', 0), ('The', 0.26040094726988117), ('baby', 0), ('is', 0), ('smiling', 0), ('at', 0), ('me', 0.04885061601171729), ('and', 0), ('it', 0.050403833236915725), ("'s", 0), ('very', 0), ('cute', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (little,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (little,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (happy,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (baby,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (facial,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (expression,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (expression,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (expression,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (make,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,453: (me,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,469: (me,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,469: (me,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,469: (smile,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,469: (smile,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,469: (smile,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,469: [('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('a', 0.2884445761396642), ('little', 0.0), ('happy', 0), ('.', 0), ('This', 0.24694048247613418), ('babies', 0), ('facial', 0), ('expression', 0.1931391824688522), ('makes', 0), ('me', 0.04885061601171729), ('smile', 0.24664417481504672), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (little,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (little,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (uncomfortable,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (uncomfortable,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (uncomfortable,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (with,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (image,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,471: (image,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,487: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,487: (she,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,487: (she,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,487: (she,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,487: (could,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,487: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,487: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,487: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,487: (good,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,487: [('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('a', 0.2884445761396642), ('little', 0.0), ('uncomfortable', 0.2833041236386206), ('with', 0), ('the', 0.26040094726988117), ('image', 0.0), ('but', 0), ('she', 0.06309890944723907), ('could', 0), ('be', 0.24379422288934668), ('good', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (bad,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (bad,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (person,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (condition,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (condition,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (condition,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (look,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (painful,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (painful,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (painful,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (have,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (have,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (have,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (sympathy,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (sympathy,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (sympathy,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (him,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (him,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: (him,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,504: [('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('bad', 0.0), ('for', 0), ('this', 0.24694048247613418), ('person', 0), ('.', 0), ('His', -0.0005731074346123639), ('condition', 0.2534856440975379), ('looks', 0), ('painful', 0.3334057990236429), ('.', 0), ('I', 0.04225300877561784), ('have', 0.21453771874079502), ('sympathy', 0.27402679768907745), ('for', 0), ('him', 0.04969760176957071), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (disturbed,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (disturbed,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (disturbed,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (distress,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (distress,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (distress,VBD) Categories: ['past_tense', 'greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (that,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (that,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (that,IN) Categories: ['neg_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (happen,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (happen,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: (happen,VBD) Categories: ['past_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,519: [('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('disturbed', 0.253622079111723), ('and', 0), ('distressed', -0.02726785036600906), ('that', -0.013487099000057182), ('this', 0.24694048247613418), ('happened', 0.18711982500713772), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (disturbed,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (disturbed,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (disturbed,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (scared,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,541: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (image,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (image,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (scary,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (also,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (sad,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (hope,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (hope,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (hope,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (its,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (its,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (its,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (not,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (real,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: (real,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,556: [('I', 0.04225300877561784), ('feel', 0.2521370294821231), ('disturbed', 0.253622079111723), ('and', 0), ('scared', 0), ('.', 0), ('The', 0.26040094726988117), ('image', 0.0), ('is', 0), ('scary', 0), ('but', 0), ('also', 0), ('sad', 0), ('.', 0), ('I', 0.04225300877561784), ('hope', 0.26926471406688113), ('its', 0.00014653195392035122), ('not', 0), ('real', 0.075), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (feel,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (feel,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (feel,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (disturbed,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (disturbed,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (disturbed,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (upset,VBD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (upset,VBD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (upset,VBD) Categories: ['past_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (that,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (that,IN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (that,IN) Categories: ['neg_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:21:26,573: (this,DT)
