Serial,Text Response,OBJECTIVE RATING_1,FAR RATING_1,OBJECTIVE RATING_2,FAR RATING_2,OBJECTIVE RATING_3,FAR RATING_3,OBJECTIVE RATING_4,FAR RATING_4,OBJECTIVE RATING_5,FAR RATING_5,OBJECTIVE RATING_6,FAR RATING_6,OBJECTIVE RATING_7,FAR RATING_7,OBJECTIVE RATING_8,FAR RATING_8,,,AVG_OBJ,AVG_FAR
5012, A mom is upset at her daughter.,4,1,4,1,4,1,4,1,,,,,,,,,,,4,1
5013, Eyes seem watery.,6,2,5,2,2,1,7,1,,,,,,,,,,,5,1.5
5014,This is an ideal spot for enjoying theatrical experiences because these venues are surrounded by the great outdoors – a perfect blend of art and nature.,2,1,2,2,2,1,2,1,,,,,,,,,,,2,1.25
5015,"And, they also know that the rest of us think about them as idiots.",1,1,1,1,1,1,1,1,,,,,,,,,,,1,1
5016," The boy in red looks really sad, and the woman holding him looks supportive.",3,1,3,1,2,1,1,1,,,,,,,,,,,2.25,1
5017, There is a lot of blood.,7,1,6,1,7,1,7,1,,,,,,,,,,,6.75,1
5018,"They were striving to translate values into action, cultivate joy and gratitude, live extraordinary lives.",2,6,2,6,2,6,3,6,,,,,,,,,,,2.25,6
5019," A child is shown, badly burned on his face and body.",6,2,5,2,2,1,7,1,,,,,,,,,,,5,1.5
5020, A number of children are playing on some structure.,7,2,7,5,7,6,7,1,,,,,,,,,,,7,3.5
5021, A little girl is sitting in a chair reading a book.,7,1,6,3,7,1,7,1,,,,,,,,,,,6.75,1.5
5022, A child is having something done to his teeth by a dental professional.,6,1,6,5,4,1,7,3,,,,,,,,,,,5.75,2.5
5023,And I sometimes wondered what would happen if something bad happened to us.,2,3,3,6,2,5,1,1,,,,,,,,,,,2,3.75
5024, Child is wearing a dress.,7,1,7,5,4,1,7,1,,,,,,,,,,,6.25,2
5025, This is a photo of two children walking to the beach.,7,1,7,3,7,3,7,1,,,,,,,,,,,7,2
5026, Their body is charred black and their skin is burnt.,6,1,7,4,6,1,7,1,,,,,,,,,,,6.5,1.75
5027," Long time ago, far away, a baby in the chair looked very sad, about to cry.",6,7,5,7,7,7,3,7,,,,,,,,,,,5.25,7
5028, Having a goof time.,4,1,1,3,3,2,1,1,,,,,,,,,,,2.25,1.75
5029, This photo makes me feel a little nervous for the guy being grabbed and he looks super uncomfortable.,5,2,3,1,1,1,1,1,,,,,,,,,,,2.5,1.25
5030, the robber has a gun and the other guy is trying to grab his .,7,1,6,1,5,1,7,1,,,,,,,,,,,6.25,1
5031, the couch is green and the wall is yellow.,7,1,7,2,7,1,7,1,,,,,,,,,,,7,1.25
5032, The man looks upset and the woman looks angry.,6,1,1,2,4,1,4,1,,,,,,,,,,,3.75,1.25
5033, This is actually terrifying there is a tiny person's decomposing corpse in the ground who would put it there why would you want to uncover it weird.,6,1,1,2,1,2,1,1,,,,,,,,,,,2.25,1.5
5034, The picture is really gross.,5,1,1,2,2,1,1,1,,,,,,,,,,,2.25,1.25
5035, the picture makes me feel very fearful and scared.,5,3,1,3,2,1,1,1,,,,,,,,,,,2.25,2
5036,"I finished that one, waited a few years, and signed up for another.",7,7,7,7,2,7,7,7,,,,,,,,,,,5.75,7
5037,(Researchers also need to be allowed to audit algorithms without being prosecuted.),7,5,1,4,2,1,6,1,,,,,,,,,,,4,2.75
5038,Without options.,5,1,1,2,7,6,7,1,,,,,,,,,,,5,2.5
5039," white man green/grey eyes looking at camera stoically, brown hair beard and mustache, brown background, collared shirt.",5,1,3,6,2,2,7,1,,,,,,,,,,,4.25,2.5
5040, Just a shop don't really know what to say .,2,3,3,3,2,5,7,1,,,,,,,,,,,3.5,3
5041, There was a young boy in a country far away that was running from a man holding a gun.,7,7,7,7,5,7,7,7,,,,,,,,,,,6.5,7
5042, the child has a pained expression on its face and looks like it is wrapped in a blanket.,5,1,5,5,2,1,7,1,,,,,,,,,,,4.75,2
5043," This is a man wearing a fedora and holding a violin, wearing a suit.",7,1,7,5,7,1,7,1,,,,,,,,,,,7,2
5044, It has weird cuts - a cut in its side and there is skin missing from the hands.,6,1,6,3,1,1,7,1,,,,,,,,,,,5,1.5
5045, This baby is so cute and it has a pink towel on its head.,6,2,1,2,2,1,4,1,,,,,,,,,,,3.25,1.5
5046, Man in suit looking into distance.,7,5,1,5,5,5,7,1,,,,,,,,,,,5,4
5047, I don't feel one way or another when staring at this image.,4,1,6,1,2,3,1,1,,,,,,,,,,,3.25,1.5
5048, Fireman rescuing a woman from a burning building.,7,2,5,2,5,2,7,2,,,,,,,,,,,6,2
5049, This happened in New York.,7,5,7,5,5,5,7,5,,,,,,,,,,,6.5,5
5050, One person with a bucket in hand.,7,2,7,2,7,2,7,2,,,,,,,,,,,7,2
5051," I get strong British vibes, wearing dark clothing.",2,1,1,1,2,1,1,2,,,,,,,,,,,1.5,1.25
5052, Firemen and paramedics recovered a body from a car accident many years ago in a country far from here.,7,7,7,7,5,7,7,7,,,,,,,,,,,6.5,7
5053," A man is holding a violin, he seems pretty emotionally neutral so I feel the same way.",5,3,6,2,2,2,5,1,,,,,,,,,,,4.5,2
5054, The boy has brown eyes and isn't smiling.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5055, He is wearing something.,7,1,7,1,5,1,7,1,,,,,,,,,,,6.5,1
5056,"More surprising, though, was the fate of silver nitrate film stock.",1,7,1,7,2,7,7,7,,,,,,,,,,,2.75,7
5057, He seems to be unconscious.,5,2,5,1,2,1,1,1,,,,,,,,,,,3.25,1.25
5058, It is a blurry photo of someone holding a knife in their hand.,7,1,6,1,3,5,1,1,,,,,,,,,,,4.25,2
5059, They have bowed their heads down.,7,1,7,1,6,1,7,1,,,,,,,,,,,6.75,1
5060, there is a man who is looking into the camera with no emotion the background is red .,6,1,4,2,7,1,7,1,,,,,,,,,,,6,1.25
5061, There are stiches on his chest.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5062,This is a picture of a cut hand.,7,1,7,2,7,1,7,1,,,,,,,,,,,7,1.25
5063, he has a full mustache.,7,1,6,2,5,1,7,1,,,,,,,,,,,6.25,1.25
5064, a woman is grabbing the man by his collar and jacket.,6,1,7,1,7,1,7,1,,,,,,,,,,,6.75,1
5065, this is a couple fighting in the kitchen where the mom is yelling at the dad.,6,1,6,2,5,2,7,1,,,,,,,,,,,6,1.5
5066, Just a middle-aged white man with a hat .,6,1,7,1,3,1,6,1,,,,,,,,,,,5.5,1
5067, The man's arm has a watch on it.,7,2,7,2,7,1,7,1,,,,,,,,,,,7,1.5
5068, There is something scary about his .,5,1,1,2,4,4,3,1,,,,,,,,,,,3.25,2
5069, Asian woman with hair in face looking pensive at a distance.,4,5,4,6,3,5,5,5,,,,,,,,,,,4,5.25
5070, It's a very cute baby.,4,1,1,2,1,1,1,1,,,,,,,,,,,1.75,1.25
5071, baby is happy .,6,1,1,2,2,1,1,1,,,,,,,,,,,2.5,1.25
5072,"I do trust her,” Bilal told me in an email.",2,3,4,3,1,2,7,1,,,,,,,,,,,3.5,2.25
5073, There is man behind him with a gun behind bushes.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5074, A wrinkly face stressed man.,5,1,2,1,2,1,1,1,,,,,,,,,,,2.5,1
5075,media)—that I could barely discern my own voice in the midst of such a cacophony of internal din.,6,5,3,5,1,5,5,1,,,,,,,,,,,3.75,4
5076," A couple on a vacation, taking a photo, looking delighted.",5,3,2,3,3,3,4,3,,,,,,,,,,,3.5,3
5077, It looks like blood dirt and feces all mixed together.,6,1,2,1,4,1,3,1,,,,,,,,,,,3.75,1
5078,"It’s hard to live for any time without facing something difficult, whether it’s financial problems, illness, divorce or death.",7,1,2,5,2,1,3,1,,,,,,,,,,,3.5,2
5079,"So much of what presents presently in a person's life is a reflection of something that was adaptive in childhood—at the time very helpful for survival but as an adult disruptive and disturbing,” Doughty says.",1,7,3,7,1,7,7,7,,,,,,,,,,,3,7
5080, This is from the past.,7,7,7,7,7,7,7,7,,,,,,,,,,,7,7
5081, This looks like an old picture.,6,5,6,5,2,5,1,5,,,,,,,,,,,3.75,5
5082, A gun seems to be pointing down on a group of men and women who are sitting in a big hole huddling.,5,2,6,1,2,1,7,1,,,,,,,,,,,5,1.25
5083, the car is flipped and it seems like the people inside were badly injured.,6,6,6,6,2,6,7,6,,,,,,,,,,,5.25,6
5084," This also looks like an older picture based on the phone, her curly hairstyle, and the aesthetic of the picture.",5,4,4,4,2,4,7,4,,,,,,,,,,,4.5,4
5085," Maybe he is waiting on his wife to return, but he is peacefully resting and the photo looks old.",4,4,3,4,2,4,1,5,,,,,,,,,,,2.5,4.25
5086," decaying woman's corpse, pretty gruesome, I can't tell if she's wearing clothes or not, looks burnt maybe, smoky? definitely dead.",6,4,2,4,1,4,5,1,,,,,,,,,,,3.5,3.25
5087,"A frail young boy seems to be clinging onto life, being held by someone.",6,2,2,2,2,1,7,1,,,,,,,,,,,4.25,1.5
5088, It looks charred.,7,1,5,2,3,1,4,1,,,,,,,,,,,4.75,1.25
5089, The rest of the house in the background looks destroyed.,7,1,5,2,4,3,3,1,,,,,,,,,,,4.75,1.75
5090,He will remain in prison for years.,5,7,7,7,5,7,2,7,,,,,,,,,,,4.75,7
5091,"It reduced many aspects of modern life to entertainment, sensationalism, and commerce.",4,4,3,4,2,4,5,4,,,,,,,,,,,3.5,4
5092, A man in a red shirt has his right hand around the throat of a female wearing a blue tank top.,7,3,7,3,7,3,7,3,,,,,,,,,,,7,3
5093, This was a car accident that occurred a long time ago.,7,7,7,7,7,7,7,7,,,,,,,,,,,7,7
5094, he has brown eyes and is wearing a black shirt.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5095, There is a young boy far away from you but seems to have been in a fire.,6,7,7,7,2,7,7,7,,,,,,,,,,,5.5,7
5096, A guy is being escorted away by a soldier.,7,3,6,3,6,3,7,3,,,,,,,,,,,6.5,3
5097, Seems like he didn't mean any trouble but is now in this situation.,5,3,5,4,2,3,1,3,,,,,,,,,,,3.25,3.25
5098, A woman is holding a cigarette with some type of red/black markings across her face like blood or a bruise.,5,1,7,1,2,1,6,1,,,,,,,,,,,5,1
5099, A man holds an injured baby in his lap while the baby is hooked up to a number of monitors.,7,1,6,2,3,2,7,1,,,,,,,,,,,5.75,1.5
5100,"In 2014, Instagram purged millions of accounts suspected of spam.",7,7,7,7,7,7,7,7,,,,,,,,,,,7,7
5101,The person's face is really gory while one eye the slit is clearly shown.,7,1,5,1,2,1,1,1,,,,,,,,,,,3.75,1
5102, A woman holding and pointing a gun at someone or something.,7,1,7,1,3,1,7,1,,,,,,,,,,,6,1
5103,Chris O’Falt highlighted this problem for Indiewire last year in a reported feature on the issues surrounding films that helped define the indie boom of the 1990s and 1980s.,4,7,5,7,2,7,7,7,,,,,,,,,,,4.5,7
5104, A man holding a girl and threatening her with a knife and covering her mouth shut.,7,1,6,1,4,1,7,1,,,,,,,,,,,6,1
5105, This is a calming image with bright background.,5,2,2,2,2,2,1,1,,,,,,,,,,,2.5,1.75
5106,And I’m not interested in criticizing the bloggers trying to make money from affiliate links or by shilling guides to setting up a Shopify shop.,2,1,5,2,2,1,5,1,,,,,,,,,,,3.5,1.25
5107," It looks sunny and cozy, and this photo feels serene.",4,2,1,1,1,1,1,1,,,,,,,,,,,1.75,1.25
5108," There are 3 young boys, one shirtless, one shirtless with overalls, and one with a shirt and overalls, all sitting in a country setting on a fence.",7,6,7,6,7,6,7,6,,,,,,,,,,,7,6
5109, A man is holding a gun and has a bandana over his face.,7,1,7,1,7,2,7,1,,,,,,,,,,,7,1.25
5110, There is an Asian couple in a house.,,1,7,1,6,1,7,1,,,,,,,,,,,6.666666667,1
5111," neutral expressions, not in pain, peaceful.",6,1,1,2,5,2,4,1,,,,,,,,,,,4,1.5
5112, He makes me cheerful.,5,2,1,1,2,1,7,1,,,,,,,,,,,3.75,1.25
5113, A person has a very red and bloodied face which is very terrifying and scary.,6,2,5,1,1,1,5,1,,,,,,,,,,,4.25,1.25
5114, A crying child maybe and a poor mother .,6,2,5,1,1,1,2,1,,,,,,,,,,,3.5,1.25
5115,a Girl against white background seems mildly distressed about something.,5,2,3,2,2,2,6,1,,,,,,,,,,,4,1.75
5116," He is wearing a coat with pins on it, maybe from military.",5,1,3,1,4,1,4,1,,,,,,,,,,,4,1
5117,"The artists of the 2019 company are exceptionally talented and very versatile,” praises Vinkler.",6,1,1,6,1,1,7,1,,,,,,,,,,,3.75,2.25
5118, made food but looks like nobody wanted to eat it/ has nobody to .,4,1,3,2,1,5,4,1,,,,,,,,,,,3,2.25
5119,"To stave off chilly nights, the theater has radiant floor heat.",5,1,6,4,2,1,7,1,,,,,,,,,,,5,1.75
5120, they are all smiling and laughing.,7,1,6,2,5,1,7,1,,,,,,,,,,,6.25,1.25
5121, A woman that has some deformity on her chest.,7,1,6,7,3,1,7,1,,,,,,,,,,,5.75,2.5
5122, A person points the nozzle of a gun straight at the camera.,7,1,7,1,7,5,7,1,,,,,,,,,,,7,2
5123, There is a man with a lot of facial hair looking intensely at the camera and he has a buttoned shirt on.,6,1,4,4,4,1,6,1,,,,,,,,,,,5,1.75
5124, A woman is grabbing a man's shirt angrily.,7,1,6,3,2,1,5,1,,,,,,,,,,,5,1.5
5125, A baby is making a wide-eyed expression with her mouth open while looking at the camera.,7,2,7,4,3,1,7,1,,,,,,,,,,,6,2
5126," In a photo from a long time ago, there's a man in the photo whose skin is red and covered in sores.",7,7,6,7,4,7,7,7,,,,,,,,,,,6,7
5127, Seems to be burn marks or radiation.,5,1,6,3,2,1,7,1,,,,,,,,,,,5,1.5
5128," They are all smiling, and the one on the left is the only one not look.",6,4,7,6,3,1,7,1,,,,,,,,,,,5.75,3
5129, It looks almost fake.,4,1,4,5,2,1,1,1,,,,,,,,,,,2.75,2
5130, This little girl is bleeding badly and looks really hurt .,4,1,3,4,2,5,5,1,,,,,,,,,,,3.5,2.75
5131, Something bad probably happened.,4,3,7,2,2,4,3,4,,,,,,,,,,,4,3.25
5132, The guy looks like he belongs in WALL-E and they are in such a boring looking bedroom I'm not surprised they don't wanna talk to each other.,4,4,1,4,1,5,1,1,,,,,,,,,,,1.75,3.5
5133, A man is looking into the camera with a hat on his head.,7,1,3,2,7,2,7,1,,,,,,,,,,,6,1.5
5134, I feel neutral towards this image.,6,1,1,2,2,1,7,1,,,,,,,,,,,4,1.25
5135, This is a picture of a man who is lying in a hospital bed attached to a breathing tube.,7,4,7,2,7,5,7,1,,,,,,,,,,,7,3
5136,"There are so many competing demands for our attention, it’s as if we’ve internalized the idea that anything less than overstimulation is boring.",6,1,4,2,1,1,4,1,,,,,,,,,,,3.75,1.25
5137," A man wearing a bandana over his face is pointing a gun to his left, while looking the opposite way.",7,1,7,2,7,2,7,1,,,,,,,,,,,7,1.5
5138, the baby is very sad.,6,1,2,1,2,1,1,1,,,,,,,,,,,2.75,1
5139, There is a man pictured that is from a different country with swollen under eye bags.,6,6,5,6,4,6,7,6,,,,,,,,,,,5.5,6
5140, A man and a woman are standing on a dock on a vacation waving at the camera.,7,7,7,7,7,7,7,7,,,,,,,,,,,7,7
5141," There appears to be an extremely deformed, bloodied hand in the image.",5,1,6,1,2,1,2,1,,,,,,,,,,,3.75,1
5142,a young boy is crying while someone with a silver watch is holding him.,7,1,6,1,7,1,7,1,,,,,,,,,,,6.75,1
5143,"Bipin Silver has earned his name from his choice of livelihood: extracting silver from black-and-white films,” wrote Shivendra Singh Dungarpur.",7,3,6,5,2,5,7,4,,,,,,,,,,,5.5,4.25
5144," The mother in this picture looks very sad and hunched over, while the boy teenager has an attitude.",5,3,5,3,1,1,1,1,,,,,,,,,,,3,2
5145, One has a flower on his lapel and a pocket square and another only .,7,1,7,3,7,1,7,1,,,,,,,,,,,7,1.5
5146, A man is playing music on the streets.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5147, he had blood on his shirt and face and a he was yelling somewhere.,7,6,4,6,7,6,6,6,,,,,,,,,,,6,6
5148, A man is attacking a woman with a knife to her neck.,7,1,7,1,5,1,7,1,,,,,,,,,,,6.5,1
5149,"Pictures of Greta and other young activists have made their way around on social media (Greta has nearly 300,000 followers on Instagram), inspiring other teens to join her in protest.",6,6,6,6,2,6,5,6,,,,,,,,,,,4.75,6
5150,"In a world that increasingly demands that content be free, it made no sense to me that people were willing to pay money for amateur graphic design adorning boxes marked with the days of the week.",5,6,2,6,1,6,1,6,,,,,,,,,,,2.25,6
5151, This is a graphic image of a man who is bloodied and cut up.,7,2,4,1,3,1,6,1,,,,,,,,,,,5,1.25
5152,There is a boy that is crying and there is a man behind him who looks like he is maybe attempting to .,5,2,5,1,1,3,4,1,,,,,,,,,,,3.75,1.75
5153, she seems to be happy.,4,2,1,1,3,1,3,1,,,,,,,,,,,2.75,1.25
5154, this angle is also weird.,3,1,1,1,1,2,1,1,,,,,,,,,,,1.5,1.25
5155, I feel like he has a degree of wisdom.,3,1,4,1,2,1,1,1,,,,,,,,,,,2.5,1
5156, specifically the heart and lungs.,7,2,7,2,7,1,7,1,,,,,,,,,,,7,1.5
5157,There is an old man looking out of a window at something on the street.,7,1,7,2,5,1,7,1,,,,,,,,,,,6.5,1.25
5158,"And among the most popular items for sale, it would seem, are guides for how to make money through blogging.",5,2,5,1,2,1,7,1,,,,,,,,,,,4.75,1.25
5159, I wonder what he's thinking about and where he is.,4,2,3,1,2,1,3,1,,,,,,,,,,,3,1.25
5160, There is a little girl.,7,2,6,3,3,1,7,1,,,,,,,,,,,5.75,1.75
5161, The girl is watching her parents argue.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5162, There are several people with their heads slumped over.,7,1,7,2,6,1,7,1,,,,,,,,,,,6.75,1.25
5163, it looks like it's snowing and winter outside .,5,1,6,2,2,2,6,1,,,,,,,,,,,4.75,1.5
5164, She seems to be working in an office.,5,2,6,2,2,1,7,1,,,,,,,,,,,5,1.5
5165, It's a pretty cute photo and makes me feel happy.,4,1,1,2,1,1,1,1,,,,,,,,,,,1.75,1.25
5166, There is a woman in the foreground and a man in the background.,7,1,7,1,7,2,7,1,,,,,,,,,,,7,1.25
5167, he has a tattoo on his arm and she has a furrowed expression.,4,2,5,1,4,1,7,1,,,,,,,,,,,5,1.25
5168,There is a white man with a mustache and sea-long straight hair.,7,1,7,3,4,3,7,1,,,,,,,,,,,6.25,2
5169, Some people are in a vegetable farm and one old woman is eating some of the leaves she harvested.,7,1,5,1,7,1,7,5,,,,,,,,,,,6.5,2
5170, She is stopping him from going somewhere and doing something.,7,3,4,3,3,5,5,3,,,,,,,,,,,4.75,3.5
5171, It doesn't bother me.,1,1,1,1,3,1,1,1,,,,,,,,,,,1.5,1
5172, A man cutting the throat of a woman.,7,2,7,2,7,2,7,2,,,,,,,,,,,7,2
5173, She's wearing a black jacket.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5174, the grade is an A.,7,1,7,2,7,1,7,1,,,,,,,,,,,7,1.25
5175, There are thick trees.,7,2,7,2,7,2,7,2,,,,,,,,,,,7,2
5176," Man in red shirt, jacket, and hat has gun pressed to another man's head.",7,1,7,1,7,1,7,2,,,,,,,,,,,7,1.25
5177, Some kind of gang.,5,2,5,1,5,1,5,1,,,,,,,,,,,5,1.25
5178, The boy is listening to his mom.,6,1,6,1,6,2,6,1,,,,,,,,,,,6,1.25
5179,A man is being pushed by an officer into a patrol car.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5180, A woman is holding her head with her hands.,7,1,6,1,6,2,7,1,,,,,,,,,,,6.5,1.25
5181, This man's face is super red.,5,2,6,1,6,1,6,1,,,,,,,,,,,5.75,1.25
5182, This picture makes me feel neutral.,2,1,2,1,2,1,2,1,,,,,,,,,,,2,1
5183, A woman and young boy are looking up at something.,6,1,6,3,6,1,6,1,,,,,,,,,,,6,1.5
5184, There's a man looking straight into the camera with a serious expression on his face.,6,2,6,2,6,1,6,1,,,,,,,,,,,6,1.5
5185, there is a woman at work on the phone writing something .,7,2,6,3,5,1,7,1,,,,,,,,,,,6.25,1.75
5186, A man holds a short silver knife to a woman's throat.,7,1,7,2,6,1,7,1,,,,,,,,,,,6.75,1.25
5187, An African American man holding a gun while wearing a white shirt and jean jacket and sunglasses.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5188, Two parents are arguing in a kitchen while their daughter watches from the shadows.,7,7,6,7,5,7,7,7,,,,,,,,,,,6.25,7
5189, A guys is severely injured and his side of the mouth is gruesomely exposed.,7,2,6,1,2,1,6,1,,,,,,,,,,,5.25,1.25
5190, the kid is wearing black and has big ears and no expression.,7,1,6,2,5,1,7,1,,,,,,,,,,,6.25,1.25
5191, The man is pointing his gun towards me.,7,1,7,1,5,1,7,1,,,,,,,,,,,6.5,1
5192, A hand is holding a tiny pistol.,7,1,7,2,3,1,7,1,,,,,,,,,,,6,1.25
5193, there is a baby smiling and looks happy.,5,2,2,2,2,1,1,2,,,,,,,,,,,2.5,1.75
5194, Man trying to hurt a woman.,5,1,3,2,7,1,7,1,,,,,,,,,,,5.5,1.25
5195,It is a wintery day outside.,7,1,6,1,3,2,6,1,,,,,,,,,,,5.5,1.25
5196,A baby is looking up towards me and I feel very comfortable and happy when looking at this image.,5,1,3,1,1,1,3,2,,,,,,,,,,,3,1.25
5197, She's wearing a red shirt.,7,1,7,2,7,1,7,1,,,,,,,,,,,7,1.25
5198, I don't think he'll actually do anything though so I don't think it's a huge problem.,2,2,1,1,2,1,1,1,,,,,,,,,,,1.5,1.25
5199, The window is bright and the background behind the man is dark.,7,3,7,3,7,3,7,3,,,,,,,,,,,7,3
5200,I'm not sure what I'm looking at.,3,2,1,7,2,6,1,1,,,,,,,,,,,1.75,4
5201,there are two parents who are fighting with their child in the middle covering his ears .,7,3,5,3,7,3,7,1,,,,,,,,,,,6.5,2.5
5202, An engineer checking a machine and writing notes while a woman engineer.,7,1,7,1,5,1,7,1,,,,,,,,,,,6.5,1
5203,"It seems to be a helpless and hopeless message of wanting to escape, of life not being worthwhile or the individual not being worthy of good.",3,2,1,3,1,5,1,1,,,,,,,,,,,1.5,2.75
5204,"Make your media the place people turn to to get clarity, to have a place not only to get information, but also a place that makes it very easy to understand how that information came to be and why it is trustworthy.",4,1,4,4,4,1,4,1,,,,,,,,,,,4,1.75
5205,Influencing is a stepping-stone to creating a platform for yourself for something more sustainable.,5,1,5,6,5,2,5,1,,,,,,,,,,,5,2.5
5206, She has very blue eyes.,6,1,6,5,6,2,6,1,,,,,,,,,,,6,2.25
5207," Long time ago, a guy was strangling in the neck.",7,7,7,7,7,7,7,7,,,,,,,,,,,7,7
5208, It is a lovely picture.,5,1,5,3,5,1,5,1,,,,,,,,,,,5,1.5
5209, I think he may have been badly burned on one side of his face.,2,4,2,3,2,1,2,1,,,,,,,,,,,2,2.25
5210, The bullet passed through his head and splattered blood all over .,7,3,5,5,7,1,7,1,,,,,,,,,,,6.5,2.5
5211, A man is standing in a portrait photo.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5212,there is a man lying on his back next to a frosty window.,7,1,5,1,7,4,7,1,,,,,,,,,,,6.5,1.75
5213,a man and a woman are fighting in this stock photo.,7,1,6,1,3,1,7,1,,,,,,,,,,,5.75,1
5214,A police officer is holding a man against the ground.,7,1,7,1,7,1,7,1,,,,,,,,,,,7,1
5215,", it’s like a moat that you must cross to get to a contemplative state—aka The Zone*—whether in writing, prayer, meditation, or even physical exercise.",6,2,1,3,3,2,3,2,,,,,,,,,,,3.25,2.25
5216, A woman looks unhappy and is sitting on a couch.,5,2,4,3,2,2,3,2,,,,,,,,,,,3.5,2.25
5217, These baby photos make me smile and happy.,3,2,1,3,2,2,1,2,,,,,,,,,,,1.75,2.25
5218, A man that kind of looks like my dad.,1,2,1,2,2,2,1,2,,,,,,,,,,,1.25,2
5219,But that is what happened!!),1,1,1,3,1,2,7,2,,,,,,,,,,,2.5,2
5220, she looks angry while the man is looking away.,7,1,3,2,2,5,5,1,,,,,,,,,,,4.25,2.25
5221, I can only imagine the amount of pain this person is in.,1,5,3,2,2,2,1,2,,,,,,,,,,,1.75,2.75
5222, he has a linen striped shirt with a color and a patterned tie.,7,2,7,2,7,2,7,2,,,,,,,,,,,7,2
5223,wow what a pensive old man looking out the window.,4,2,3,5,2,2,3,2,,,,,,,,,,,3,2.75
5224, The boy is wearing a sailor's hat and the girl is carrying a bucket.,4,2,6,3,7,2,7,2,,,,,,,,,,,6,2.25
5225," Surprisingly, not too upset.",5,2,2,2,2,2,1,2,,,,,,,,,,,2.5,2
5226, pointed at an angle in the image.,7,2,7,2,7,1,7,1,,,,,,,,,,,7,1.5
5227," He is crouching to the ground, and the fire is burning.",7,2,7,2,5,2,7,1,,,,,,,,,,,6.5,1.75
5228," he is standing with the stew in the pot, he looks upset but not very angry.",6,2,4,2,2,5,6,1,,,,,,,,,,,4.5,2.5
5229," He looks like he is from another decade, possibly.",7,7,3,7,2,7,1,7,,,,,,,,,,,3.25,7
5230, This baby just fell down in the leaves in the park; there is a swing set in the background .,4,3,5,3,6,3,7,3,,,,,,,,,,,5.5,3
5231," This picture looks really awkward, like it was staged to look cool but it's sort of goofy.",7,6,1,6,1,6,1,6,,,,,,,,,,,2.5,6
5232,Old man staring out the window.,7,3,7,3,5,3,7,3,,,,,,,,,,,6.5,3
5233," there is a woman that might be a receptionist, boss, or a business woman in general answering the phone and writing notes.",7,2,6,2,2,2,5,2,,,,,,,,,,,5,2
5234," The baby looks happy, cute, and has some crazy hair.",5,3,1,5,2,1,1,1,,,,,,,,,,,2.25,2.5
5235, A man's head is covered with blood.,7,2,7,2,7,2,7,2,,,,,,,,,,,7,2
5236, A female police officer is on the scene of a murder decades ago.,7,7,7,7,7,7,7,7,,,,,,,,,,,7,7
5237, THERE is a small girl who is against the wall and is taking a photo.,7,2,7,2,6,2,7,1,,,,,,,,,,,6.75,1.75
5238, I feel terrible looking at the baby.,5,1,3,1,2,1,2,1,,,,,,,,,,,3,1
5239, There is a man holding a woman.,7,1,7,2,7,1,7,1,,,,,,,,,,,7,1.25
5240, A chef(?) is holding a baby in a white dress and smiling towards the baby.,7,1,5,2,2,1,7,1,,,,,,,,,,,5.25,1.25
5241," This is a man, and he appears to be very content.",5,1,3,1,2,1,4,1,,,,,,,,,,,3.5,1
5242, The one of the right looks like she might've been bound.,5,2,6,2,3,2,6,1,,,,,,,,,,,5,1.75
5243,"Can’t people make their own lists, with a pen and paper?",1,1,2,1,1,1,7,1,,,,,,,,,,,2.75,1
5244, A middle-aged man stands in a doorway looking the camera dead-on.,7,2,7,3,7,2,5,1,,,,,,,,,,,6.5,2
5245," There is a woman with blood and bruises on her face, especially her left eye area.",7,1,5,1,3,1,7,1,,,,,,,,,,,5.5,1
5246,"They carry more than twice as many titles as the 57,351 movies and television shows currently available on the 44 streaming and rental platforms that JustWatch tracks,” she wrote.",7,2,7,1,7,1,7,1,,,,,,,,,,,7,1.25
5247," happened a long time ago, nobody is in harm anymore, and the suspect has been caught.",7,7,7,7,3,7,5,7,,,,,,,,,,,5.5,7
5248, a mangled hand is positioned above a bowl of blood.,7,3,7,6,5,4,7,1,,,,,,,,,,,6.5,3.5
5249,There is a man smiling at the camera.,7,2,7,4,4,2,7,1,,,,,,,,,,,6.25,2.25
5250, They seem to be hiding under a towel  / blanket.,5,2,4,3,2,5,4,1,,,,,,,,,,,3.75,2.75
5251, This is a person's throat slashed.,7,2,6,3,7,1,7,1,,,,,,,,,,,6.75,1.75
5252, There is no context other than that so I don't feel any type of way about the image.,6,1,1,4,2,1,1,1,,,,,,,,,,,2.5,1.75
5253," 5 years ago, the girl was standing in the middle of the forest.",7,7,7,7,6,7,7,7,,,,,,,,,,,6.75,7
5254,there is a young lady sitting on a beach and she is posing intentionally for a photo.,7,2,3,7,2,1,6,1,,,,,,,,,,,4.5,2.75
